study_name,study_folder,objective_metric,git_hash,git_hash_short,git_commit_time,git_message,trial_number,state,datetime_start,datetime_complete,duration_min,optuna_score,optuna_searched,cfg_n_heads,cfg_n_layers,cfg_head_dim,cfg_hidden_size,cfg_max_ep_len,cfg_activation_function,cfg_action_tanh,cfg_attn_pdrop,cfg_embd_pdrop,cfg_resid_pdrop,cfg_use_structured_dropout,cfg_structured_dropout_bottleneck,cfg_structured_dropout_rate,cfg_lr,cfg_momentum,cfg_batch_size,cfg_n_epochs,cfg_early_stopping_patience,cfg_lr_scheduler_patience,cfg_loss,cfg_action_dim,cfg_dataset,cfg_fp_dim,cfg_n_in_state,cfg_valid_set,cfg_random_state,cfg_bb_reward,cfg_bb_scale,cfg_dead_end_reward,cfg_dead_end_scale,cfg_intermediate_reward,cfg_intermediate_scale,cfg_beam_width,cfg_eval_n_batches,cfg_eval_routes_frequency,jsonl_last_epoch,total_jsonl_epochs,fraction_targets_solved,optuna_dropout,optuna_head_dim,optuna_lr,optuna_n_heads,optuna_n_layers,epoch_count,final_train_loss,final_train_action_accuracy,final_valid_loss,final_valid_action_accuracy,final_valid_route_accuracy,best_valid_action_accuracy,best_valid_route_accuracy,seconds_per_epoch,optuna_structured_dropout_bottleneck,optuna_structured_dropout_rate,optuna_attn_pdrop,optuna_embd_pdrop,optuna_resid_pdrop,max_complete_epoch_in_study,epoch_ran_fraction,is_incomplete,is_early_stopped,is_jsonl_unreliable,incomplete_reason,estimated_valid_action_accuracy,estimated_valid_route_accuracy,estimation_n_ref
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,8,COMPLETE,2026-06-17 03:42:22.293045,2026-06-17 04:21:56.671776,39.6,0.06263682802237898,dropout|head_dim|lr|n_heads|n_layers,4.0,4.0,64.0,256.0,20.0,relu,False,0.14692310969684572,0.14692310969684572,0.14692310969684572,False,,,0.00204113986733976,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.35,0.14692310969684572,64.0,0.00204113986733976,4.0,4.0,100.0,0.02364548162740627,0.30618751085419404,0.08161315812852031,0.2997561718988113,0.059596205302846025,0.30107690744691656,0.06263682802237898,17.607043981552124,,,,,,100.0,1.0,False,False,False,complete,,,
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",11,COMPLETE,2026-06-16 00:36:35.198383,2026-06-16 00:57:29.729624,20.9,0.08112644535621037,head_dim|lr|n_heads|n_layers,1.0,18.0,128.0,128.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.0035577284635915753,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,79,80.0,0.3203125,,128.0,0.0035577284635915753,1.0,18.0,80.0,0.009005186849125576,0.3198383814078463,0.06683809079584621,0.29220833682797953,0.07348004475941813,0.30017613016858175,0.08112644535621037,14.726219415664673,,,,,,80.0,1.0,False,False,False,complete,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,2,COMPLETE,2026-06-16 17:03:38.671566,2026-06-16 18:21:24.441211,77.8,0.06202870347847239,dropout|head_dim|lr|n_heads|n_layers,4.0,6.0,128.0,512.0,20.0,relu,False,0.2035266973881446,0.2035266973881446,0.2035266973881446,False,,,0.0005362525241758985,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.340625,0.2035266973881446,128.0,0.0005362525241758985,4.0,6.0,100.0,0.06780733538537541,0.30106433125759796,0.10323115493091502,0.29660672559179113,0.06190707856969107,0.29660672559179113,0.06202870347847239,40.44530725479126,,,,,,100.0,1.0,False,False,False,complete,,,
nodropout-sd,hypertune-nodropout-sd,valid_route_accuracy,33df126f18ce48c5ef27a0a1ef320b3a079875d4,33df126f,2026-06-15T12:45:20+00:00,5trials,1,COMPLETE,2026-06-15 14:43:26.295724,2026-06-15 17:17:48.757426,154.4,0.08895934352853413,head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck|structured_dropout_rate,3.0,4.0,256.0,768.0,20.0,relu,False,0.0,0.0,0.0,True,511.0,0.35994710271792285,0.0002361984561068036,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,199,200.0,0.390625,,256.0,0.0002361984561068036,3.0,4.0,200.0,0.021452338773418556,0.3118978153417351,0.04357623394268254,0.2813050406776818,0.06844461022006713,0.2961502977438564,0.08895934352853413,33.67579531669617,511.0,0.35994710271792285,,,,200.0,1.0,False,False,False,complete,,,
compare_small_standard_dropout_baseline,hypertune-compare_small_standard_dropout_baseline,valid_route_accuracy,99d9854f1a3c2a8e6ea2b15482bd3e79ccaedb2d,99d9854f,2026-06-14T23:05:13+00:00,add structured_dropout_bottleneck to optuna search space and runner override,7,COMPLETE,2026-06-15 00:59:26.038671,2026-06-15 01:09:27.523278,10.0,0.29321479493416086,dropout|head_dim|lr|n_heads|n_layers,1.0,4.0,256.0,256.0,20.0,relu,False,0.3888027369326271,0.3888027369326271,0.3888027369326271,False,,,0.05163734346145561,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,49,50.0,0.2578125,0.3888027369326271,256.0,0.05163734346145561,1.0,4.0,50.0,0.013501154438761825,0.24843344261637643,0.054784023780874644,0.2407112303950348,0.048116374487131665,0.29321479493416086,0.07739649384558,9.063783168792725,,,,,,200.0,0.25,False,True,False,early_stopped,,,
compare_small_structured_dropout,hypertune-compare_small_structured_dropout,valid_route_accuracy,bc540b24ce63fa48db3d2f63634c29db3518c9db,bc540b24,2026-06-15T04:15:34+00:00,bump version to 0.1.5 and add release notes,3,FAIL,2026-06-15 04:47:44.967302,2026-06-15 05:46:00.711404,58.3,,dropout|head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck,4.0,4.0,256.0,1024.0,20.0,relu,False,0.4368577533306678,0.4368577533306678,0.4368577533306678,True,53.0,,0.00024918051199387443,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,75,76.0,,0.4368577533306678,256.0,0.00024918051199387443,4.0,4.0,76.0,0.13626719410107893,0.2838652108962212,0.12353641885731902,0.2919567223014342,0.0856023871689668,0.2927115658810702,0.08616187989556136,45.20810866355896,53.0,,,,,46.0,0.38,False,False,False,nearly_complete,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,1,COMPLETE,2026-06-16 16:01:33.207794,2026-06-16 17:03:38.558609,62.1,0.060325954755533935,dropout|head_dim|lr|n_heads|n_layers,2.0,4.0,256.0,512.0,20.0,relu,False,0.2472462613738233,0.2472462613738233,0.2472462613738233,False,,,0.0010093555966770623,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.3046875,0.2472462613738233,256.0,0.0010093555966770623,2.0,4.0,100.0,0.03996427627774238,0.2987384325303297,0.07804536662071712,0.29127298587828915,0.0581367063974702,0.2924413288631515,0.060325954755533935,31.137083530426025,,,,,,100.0,1.0,False,False,False,complete,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,7,COMPLETE,2026-06-17 02:57:30.367293,2026-06-17 03:42:22.170602,44.9,0.06215032838725371,dropout|head_dim|lr|n_heads|n_layers,2.0,2.0,256.0,512.0,20.0,relu,False,0.06671759930907036,0.06671759930907036,0.06671759930907036,False,,,0.00019295905432239164,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.2984375,0.06671759930907036,256.0,0.00019295905432239164,2.0,2.0,100.0,0.14946513298447384,0.2950604113429429,0.17783986164848933,0.29198415117342275,0.061785453660909755,0.29198415117342275,0.06215032838725371,18.76653552055359,,,,,,100.0,1.0,False,False,False,complete,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,12,FAIL,2026-06-17 08:01:09.477178,2026-06-17 08:20:50.540487,19.7,,dropout|head_dim|lr|n_heads|n_layers,4.0,12.0,64.0,256.0,20.0,relu,False,0.14248277207922477,0.14248277207922477,0.14248277207922477,False,,,0.003952285173238203,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,31,32.0,,0.14248277207922477,64.0,0.003952285173238203,4.0,12.0,32.0,0.037324885125130866,0.2910536631354355,0.0840695505066551,0.28837752717667375,0.055460958404281196,0.2911713908361272,0.05923133057650207,31.561854124069214,,,,,,100.0,0.32,True,False,False,killed,0.32372,0.068316,10.0
compare2_small_structured_dropout,hypertune-compare2_small_structured_dropout,valid_route_accuracy,e4fc570153c066e17388ad1260a65720f8720f51,e4fc5701,2026-06-15T06:15:41+00:00,hypertune: always run route eval at end of every trial,9,FAIL,2026-06-15 12:35:29.678900,2026-06-15 12:58:13.662535,22.7,,dropout|head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck,1.0,4.0,64.0,64.0,20.0,relu,False,0.0030608233869695357,0.0030608233869695357,0.0030608233869695357,True,254.0,,0.00026584512824510476,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,177,178.0,0.2890625,0.0030608233869695357,64.0,0.00026584512824510476,1.0,4.0,178.0,0.13224570436233823,0.2760148785354067,0.15414658800831862,0.2796276105007129,0.07403953748601268,0.27987922502725826,0.07403953748601268,7.079779386520386,254.0,,,,,200.0,0.89,False,False,False,nearly_complete,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco/hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",1,COMPLETE,2026-06-14 16:48:18.806669,2026-06-14 17:17:19.150979,29.0,0.28125,dropout|head_dim|lr|n_heads|n_layers,2.0,24.0,128.0,256.0,20.0,relu,False,0.25506292509516704,0.25506292509516704,0.25506292509516704,False,,,0.00034289745752659603,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,49,50.0,0.28125,0.25506292509516704,128.0,0.00034289745752659603,2.0,24.0,50.0,0.2056902316822247,0.2794036554676612,0.19697453986321176,0.2772792082529565,0.07646400596792241,0.2772792082529565,0.07665050354345393,32.89728021621704,,,,,,50.0,1.0,False,False,False,complete,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",1,COMPLETE,2026-06-14 16:48:18.806669,2026-06-14 17:17:19.150979,29.0,0.28125,dropout|head_dim|lr|n_heads|n_layers,2.0,24.0,128.0,256.0,20.0,relu,False,0.25506292509516704,0.25506292509516704,0.25506292509516704,False,,,0.00034289745752659603,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,49,50.0,0.28125,0.25506292509516704,128.0,0.00034289745752659603,2.0,24.0,50.0,0.2056902316822247,0.2794036554676612,0.19697453986321176,0.2772792082529565,0.07646400596792241,0.2772792082529565,0.07665050354345393,32.89728021621704,,,,,,50.0,1.0,False,False,False,complete,,,
compare2_small_structured_dropout,hypertune-compare2_small_structured_dropout,valid_route_accuracy,e4fc570153c066e17388ad1260a65720f8720f51,e4fc5701,2026-06-15T06:15:41+00:00,hypertune: always run route eval at end of every trial,7,COMPLETE,2026-06-15 12:10:05.002159,2026-06-15 12:26:22.483976,16.3,0.06751212234240955,dropout|head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck,1.0,4.0,256.0,256.0,20.0,relu,False,0.2608960612317728,0.2608960612317728,0.2608960612317728,True,216.0,,0.08622702852912188,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,85,86.0,0.296875,0.2608960612317728,256.0,0.08622702852912188,1.0,4.0,86.0,0.00864401541184634,0.21392406332400918,0.04434257596481724,0.20112387821856914,0.03189108541588959,0.2737566048813218,0.06751212234240955,9.194029331207275,216.0,,,,,200.0,0.43,False,True,False,early_stopped,,,
compare_small_standard_dropout_baseline,hypertune-compare_small_standard_dropout_baseline,valid_route_accuracy,99d9854f1a3c2a8e6ea2b15482bd3e79ccaedb2d,99d9854f,2026-06-14T23:05:13+00:00,add structured_dropout_bottleneck to optuna search space and runner override,4,COMPLETE,2026-06-15 00:04:32.965043,2026-06-15 00:30:47.958470,26.2,0.2735049903547765,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,128.0,128.0,20.0,relu,False,0.43160326497714585,0.43160326497714585,0.43160326497714585,False,,,0.00013321646274713019,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,199,200.0,0.3046875,0.43160326497714585,128.0,0.00013321646274713019,1.0,3.0,200.0,0.2589466846124692,0.26257005644619563,0.22315077998098873,0.2735049903547765,0.07459903021260723,0.2735049903547765,0.07478552778813875,7.869661808013916,,,,,,200.0,1.0,False,False,False,complete,,,
compare2_small_structured_dropout,hypertune-compare2_small_structured_dropout,valid_route_accuracy,e4fc570153c066e17388ad1260a65720f8720f51,e4fc5701,2026-06-15T06:15:41+00:00,hypertune: always run route eval at end of every trial,6,COMPLETE,2026-06-15 11:59:58.814455,2026-06-15 12:10:04.950529,10.1,0.06639313688922044,dropout|head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck,3.0,2.0,64.0,192.0,20.0,relu,False,0.2057931176333245,0.2057931176333245,0.2057931176333245,True,186.0,,0.11844380025070149,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,70,71.0,0.2421875,0.2057931176333245,64.0,0.11844380025070149,3.0,2.0,71.0,0.009144334453263913,0.21934811160906748,0.04717286349374002,0.2198272246917722,0.044199925400969786,0.27165981716011073,0.06639313688922044,7.459746837615967,186.0,,,,,200.0,0.355,False,True,False,early_stopped,,,
compare2_small_structured_dropout,hypertune-compare2_small_structured_dropout,valid_route_accuracy,e4fc570153c066e17388ad1260a65720f8720f51,e4fc5701,2026-06-15T06:15:41+00:00,hypertune: always run route eval at end of every trial,8,COMPLETE,2026-06-15 12:26:22.552393,2026-06-15 12:35:29.611765,9.1,0.06583364416262588,dropout|head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck,2.0,2.0,64.0,128.0,20.0,relu,False,0.2959537345244516,0.2959537345244516,0.2959537345244516,True,46.0,,0.0902407027788768,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,68,69.0,0.265625,0.2959537345244516,64.0,0.0902407027788768,2.0,2.0,69.0,0.012958818528039212,0.23088799991979225,0.05887147028988693,0.24196930302776146,0.05165982842223051,0.2710727165981716,0.06583364416262588,6.926365375518799,46.0,,,,,200.0,0.345,False,True,False,early_stopped,,,
retrosynformer_hypertune,hypertune-tiny,valid_route_accuracy,17d85b4d2f5227855da1ca718b91bd2ac79c559b,17d85b4d,2026-06-13T03:27:18+00:00,monitoring scripts,0,RUNNING,2026-06-13 14:48:22.330113,,,,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,False,,,0.211,0.98,512.0,40.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,39,496.0,0.328125,0.1,256.0,0.211,1.0,3.0,40.0,0.007769644277604212,0.24643827513259342,0.05298391066580301,0.24465319131091168,0.054457292055203284,0.2682210852973245,0.07068258112644536,9.055319547653198,,,,,,,1.0,False,False,False,no_complete_ref,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,0,COMPLETE,2026-06-16 14:21:28.993840,2026-06-16 16:01:33.159980,100.1,0.046460715154463636,dropout|head_dim|lr|n_heads|n_layers,4.0,3.0,256.0,1024.0,20.0,relu,False,0.1,0.1,0.1,False,,,0.0005,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.3140625,0.1,256.0,0.0005,4.0,3.0,100.0,0.02811052977234464,0.27015778896965786,0.057754614390432835,0.26424870466321243,0.044879591340306495,0.2674489484913136,0.046460715154463636,53.43315601348877,,,,,,100.0,1.0,False,False,False,complete,,,
small_baseline,hypertune-small_baseline,valid_route_accuracy,4b2f119ca23f517ef35cf582b8de71a0b38ed4f5,4b2f119c,2026-06-14T21:36:49+00:00,add --eval-n-batches to hypertune; fix missing logger in runner; reduce small.yaml eval defaults,0,COMPLETE,2026-06-14 21:53:57.614923,2026-06-14 22:00:07.988787,6.2,0.0,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,False,,,0.211,0.98,512.0,200.0,6.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,33,39.0,,0.1,256.0,0.211,1.0,3.0,34.0,0.009011316479617644,0.2450045618151011,0.056792123592458665,0.2581565042355112,0.06639313688922044,0.2667952696469009,0.07030958597538232,9.018686056137085,,,,,,153.0,0.17,False,True,False,early_stopped,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,11,COMPLETE,2026-06-17 06:24:24.733147,2026-06-17 08:01:09.261821,96.7,0.05181221114084165,dropout|head_dim|lr|n_heads|n_layers,2.0,24.0,128.0,256.0,20.0,relu,False,0.2847917090379458,0.2847917090379458,0.2847917090379458,False,,,0.0016034422243743692,0.98,512.0,100.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,99,100.0,0.3078125,0.2847917090379458,128.0,0.0016034422243743692,2.0,24.0,100.0,0.030851315724606993,0.24911305728533506,0.0688726963013295,0.2431169358935284,0.03332522500608125,0.2647566798740221,0.05181221114084165,51.8591570854187,,,,,,100.0,1.0,False,False,False,complete,,,
standard-v2-lr0005,hypertune-standard-v2-lr0005,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,5,RUNNING,2026-06-16 19:46:47.164232,,,,dropout|head_dim|lr|n_heads|n_layers,2.0,8.0,128.0,256.0,20.0,relu,False,0.046511271599936885,0.046511271599936885,0.046511271599936885,False,,,0.0009793400530594232,0.98,512.0,200.0,15.0,10.0,crossEntropyLoss,1573.0,standard,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,10.0,50.0,14,7.0,0.3328125,0.2658157133033456,64.0,0.0033888362430407057,4.0,2.0,15.0,0.2516537523179343,0.2684521299029945,0.26168162173541015,0.26445189474753633,0.04877158842130869,0.26445189474753633,0.04925808805643396,24.458365201950073,,,,,,100.0,0.075,True,False,False,running,0.322628,0.067979,11.0
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",5,COMPLETE,2026-06-15 22:45:35.519648,2026-06-15 22:55:00.378351,9.4,0.06657963446475196,head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.153586166471145,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,52,53.0,0.3359375,,256.0,0.153586166471145,1.0,3.0,53.0,0.006742266629854302,0.2667609107588655,0.05888666104320215,0.2587436047974503,0.06061171204774338,0.2625178226956303,0.06657963446475196,9.927095174789429,,,,,,80.0,0.6625,False,True,False,early_stopped,,,
small_sd,hypertune-small_sd,valid_route_accuracy,363a53359d0f9ea38153e5282c6dffe7ecece4b3,363a5335,2026-06-15T01:33:41+00:00,fix hypertune verbose,0,FAIL,2026-06-15 02:43:40.608032,2026-06-15 02:43:40.612548,0.0,,,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,True,99.0,,0.211,0.98,512.0,200.0,4.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,27,28.0,,,,,,,28.0,0.011518817032496869,0.2167614120572282,0.044591772968747785,0.19785288937347983,0.03897799328608728,0.26184685062484275,0.06657963446475196,9.292815446853638,,,,,,,0.14,False,False,False,no_complete_ref,,,
sunday-optuna-test-small-7-trials-40-epochs,hypertune-incomplete,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",0,COMPLETE,2026-06-14 16:00:08.302617,2026-06-14 16:07:40.636007,7.5,0.3046875,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,False,,,0.211,0.98,512.0,40.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,39,40.0,0.3046875,0.1,256.0,0.211,1.0,3.0,40.0,0.007844475676062179,0.25858974744588487,0.0530308485620134,0.2583242472532081,0.05949272659455427,0.2594984483770863,0.06471465870943678,7.952885627746582,,,,,,40.0,1.0,False,False,False,complete,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco/hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",0,COMPLETE,2026-06-14 16:39:11.445115,2026-06-14 16:48:18.689856,9.1,0.296875,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,False,,,0.211,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,49,50.0,0.296875,0.1,256.0,0.211,1.0,3.0,50.0,0.007680064568624154,0.25259421902728063,0.051982488710477594,0.25119516900109035,0.05762775083923909,0.2591629623416925,0.06042521447221186,9.405715703964233,,,,,,50.0,1.0,False,False,False,complete,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",0,COMPLETE,2026-06-14 16:39:11.445115,2026-06-14 16:48:18.689856,9.1,0.296875,dropout|head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.1,0.1,0.1,False,,,0.211,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,49,50.0,0.296875,0.1,256.0,0.211,1.0,3.0,50.0,0.007680064568624154,0.25259421902728063,0.051982488710477594,0.25119516900109035,0.05762775083923909,0.2591629623416925,0.06042521447221186,9.405715703964233,,,,,,50.0,1.0,False,False,False,complete,,,
compare2_small_standard_dropout,hypertune-compare2_small_standard_dropout,valid_route_accuracy,a7319b783badc12d129e3aeb7e5165f0e4e2a31f,a7319b78,2026-06-15T05:43:54+00:00,"plot-learning-curves: larger fonts, doubled line width, 50% alpha",2,COMPLETE,2026-06-15 06:25:42.213760,2026-06-15 06:36:26.989112,10.7,0.2589113478151472,dropout|head_dim|lr|n_heads|n_layers,3.0,2.0,128.0,384.0,20.0,relu,False,0.005665284660855829,0.005665284660855829,0.005665284660855829,False,,,0.07559181724857351,0.98,512.0,200.0,20.0,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,57,58.0,0.3515625,0.005665284660855829,128.0,0.07559181724857351,3.0,2.0,58.0,0.006675845755539326,0.23550997082443528,0.043040829197187644,0.22620145936425395,0.04718388660947408,0.2589113478151472,0.06546064901156284,9.800920724868774,,,,,,200.0,0.29,False,True,False,early_stopped,,,
